order_id,user_id,restaurant_id,order_date,order_amount,name,city,membership,restaurant_name,cuisine,rating,order_month,order_year,order_day,order_value_band,user_order_count,loyalty_group
2802,1895,415,2023-09-06,740.6,User_1895,Chennai,Regular,Restaurant_415,Indian,3.2,9,2023,Wednesday,High Spend,3,Returning User
2803,1456,63,2023-12-03,1477.57,User_1456,Chennai,Regular,Restaurant_63,Italian,5.0,12,2023,Sunday,Premium Spend,2,New User
2804,1483,401,2023-02-14,699.35,User_1483,Chennai,Gold,Restaurant_401,Indian,4.6,2,2023,Tuesday,High Spend,5,Returning User
2805,2037,460,2023-10-26,280.88,User_2037,Chennai,Gold,Restaurant_460,Chinese,4.5,10,2023,Thursday,Mid Spend,6,Loyal User
2806,568,52,2023-07-12,540.42,User_568,Bangalore,Regular,Restaurant_52,Mexican,4.9,7,2023,Wednesday,High Spend,2,New User
2807,1692,468,2023-09-30,534.17,User_1692,Hyderabad,Regular,Restaurant_468,Chinese,4.8,9,2023,Saturday,High Spend,4,Returning User
2808,2922,199,2023-03-06,627.5,User_2922,Chennai,Gold,Restaurant_199,Italian,3.4,3,2023,Monday,High Spend,9,Loyal User
2809,1815,336,2023-01-17,1494.83,User_1815,Pune,Gold,Restaurant_336,Mexican,4.9,1,2023,Tuesday,Premium Spend,3,Returning User
2810,1404,302,2023-02-01,1065.76,User_1404,Bangalore,Gold,Restaurant_302,Mexican,4.9,2,2023,Wednesday,Premium Spend,1,New User
2811,649,290,2023-07-31,1233.95,User_649,Pune,Gold,Restaurant_290,Chinese,4.9,7,2023,Monday,Premium Spend,3,Returning User
2812,2153,363,2023-12-20,672.61,User_2153,Bangalore,Gold,Restaurant_363,Italian,4.9,12,2023,Wednesday,High Spend,4,Returning User
2813,391,303,2023-11-13,1193.02,User_391,Pune,Gold,Restaurant_303,Mexican,3.2,11,2023,Monday,Premium Spend,4,Returning User
2814,420,490,2023-04-19,769.04,User_420,Pune,Regular,Restaurant_490,Italian,3.7,4,2023,Wednesday,High Spend,9,Loyal User
2815,1302,471,2023-03-05,826.47,User_1302,Bangalore,Regular,Restaurant_471,Indian,3.0,3,2023,Sunday,High Spend,4,Returning User
2816,2851,476,2023-06-05,971.22,User_2851,Chennai,Gold,Restaurant_476,Mexican,3.4,6,2023,Monday,High Spend,2,New User
2817,235,179,2023-05-29,1022.94,User_235,Hyderabad,Gold,Restaurant_179,Italian,3.5,5,2023,Monday,Premium Spend,4,Returning User
2818,1574,193,2023-09-10,1101.03,User_1574,Hyderabad,Gold,Restaurant_193,Chinese,3.8,9,2023,Sunday,Premium Spend,3,Returning User
2819,1768,456,2023-02-28,199.19,User_1768,Chennai,Regular,Restaurant_456,Chinese,4.2,2,2023,Tuesday,Low Spend,4,Returning User
2820,2918,287,2023-02-25,1202.81,User_2918,Hyderabad,Regular,Restaurant_287,Chinese,4.7,2,2023,Saturday,Premium Spend,4,Returning User
2821,2343,280,2023-02-27,382.28,User_2343,Bangalore,Regular,Restaurant_280,Chinese,3.7,2,2023,Monday,Mid Spend,3,Returning User
2822,2652,117,2023-12-28,706.36,User_2652,Pune,Regular,Restaurant_117,Indian,3.9,12,2023,Thursday,High Spend,4,Returning User
2823,371,429,2023-07-13,817.45,User_371,Bangalore,Regular,Restaurant_429,Chinese,4.3,7,2023,Thursday,High Spend,3,Returning User
2824,1153,61,2023-04-01,327.93,User_1153,Hyderabad,Gold,Restaurant_61,Italian,4.4,4,2023,Saturday,Mid Spend,7,Loyal User
2825,2213,87,2023-02-24,241.3,User_2213,Chennai,Gold,Restaurant_87,Mexican,3.8,2,2023,Friday,Mid Spend,1,New User
2826,513,41,2023-05-01,1433.36,User_513,Bangalore,Regular,Restaurant_41,Mexican,3.7,5,2023,Monday,Premium Spend,1,New User
2827,2581,105,2023-10-31,647.17,User_2581,Pune,Gold,Restaurant_105,Mexican,4.2,10,2023,Tuesday,High Spend,4,Returning User
2828,502,328,2023-03-19,780.59,User_502,Pune,Regular,Restaurant_328,Mexican,4.6,3,2023,Sunday,High Spend,5,Returning User
2829,2023,58,2023-12-15,1086.32,User_2023,Bangalore,Regular,Restaurant_58,Indian,4.4,12,2023,Friday,Premium Spend,3,Returning User
2830,222,289,2023-04-16,1404.1,User_222,Chennai,Gold,Restaurant_289,Italian,4.8,4,2023,Sunday,Premium Spend,4,Returning User
2831,536,31,2023-03-13,1310.36,User_536,Hyderabad,Regular,Restaurant_31,Mexican,4.7,3,2023,Monday,Premium Spend,1,New User
2832,757,243,2023-01-20,920.72,User_757,Pune,Gold,Restaurant_243,Chinese,4.8,1,2023,Friday,High Spend,5,Returning User
2833,928,57,2023-06-14,1135.45,User_928,Bangalore,Regular,Restaurant_57,Mexican,4.4,6,2023,Wednesday,Premium Spend,4,Returning User
2834,250,140,2023-08-23,1263.87,User_250,Pune,Regular,Restaurant_140,Italian,3.3,8,2023,Wednesday,Premium Spend,4,Returning User
2835,1168,227,2023-11-11,774.43,User_1168,Hyderabad,Regular,Restaurant_227,Italian,3.5,11,2023,Saturday,High Spend,3,Returning User
2836,1618,270,2023-12-25,1259.44,User_1618,Bangalore,Gold,Restaurant_270,Mexican,3.8,12,2023,Monday,Premium Spend,3,Returning User
2837,2834,438,2023-02-16,215.98,User_2834,Chennai,Regular,Restaurant_438,Italian,3.2,2,2023,Thursday,Mid Spend,3,Returning User
2838,2462,9,2023-10-24,203.82,User_2462,Chennai,Gold,Restaurant_9,Italian,3.1,10,2023,Tuesday,Mid Spend,7,Loyal User
2839,2193,456,2023-12-22,1165.09,User_2193,Pune,Gold,Restaurant_456,Chinese,4.2,12,2023,Friday,Premium Spend,2,New User
2840,1789,272,2023-11-15,891.29,User_1789,Pune,Gold,Restaurant_272,Indian,4.8,11,2023,Wednesday,High Spend,2,New User
2841,422,420,2023-12-04,1375.78,User_422,Chennai,Regular,Restaurant_420,Italian,4.0,12,2023,Monday,Premium Spend,2,New User
2842,2478,297,2023-12-24,731.85,User_2478,Chennai,Gold,Restaurant_297,Italian,4.8,12,2023,Sunday,High Spend,5,Returning User
2843,1555,390,2023-11-30,1416.7,User_1555,Pune,Gold,Restaurant_390,Mexican,4.7,11,2023,Thursday,Premium Spend,3,Returning User
2844,2613,74,2023-08-15,304.37,User_2613,Bangalore,Regular,Restaurant_74,Chinese,4.3,8,2023,Tuesday,Mid Spend,3,Returning User
2845,1336,21,2023-08-01,570.67,User_1336,Bangalore,Regular,Restaurant_21,Indian,3.5,8,2023,Tuesday,High Spend,2,New User
2846,980,283,2023-05-10,382.16,User_980,Chennai,Gold,Restaurant_283,Chinese,4.6,5,2023,Wednesday,Mid Spend,4,Returning User
2847,1480,98,2023-12-16,705.96,User_1480,Pune,Gold,Restaurant_98,Indian,4.0,12,2023,Saturday,High Spend,4,Returning User
2848,1345,338,2023-09-15,749.56,User_1345,Pune,Regular,Restaurant_338,Mexican,4.5,9,2023,Friday,High Spend,5,Returning User
2849,92,273,2023-12-25,238.33,User_92,Bangalore,Regular,Restaurant_273,Indian,3.9,12,2023,Monday,Mid Spend,2,New User
2850,284,183,2023-03-19,868.45,User_284,Chennai,Regular,Restaurant_183,Chinese,3.7,3,2023,Sunday,High Spend,6,Loyal User
2851,1448,18,2023-12-07,276.58,User_1448,Chennai,Regular,Restaurant_18,Italian,4.5,12,2023,Thursday,Mid Spend,6,Loyal User
2852,2782,320,2023-07-28,362.66,User_2782,Pune,Gold,Restaurant_320,Italian,4.1,7,2023,Friday,Mid Spend,1,New User
2853,172,139,2023-08-26,295.49,User_172,Chennai,Gold,Restaurant_139,Mexican,4.8,8,2023,Saturday,Mid Spend,3,Returning User
2854,2398,213,2023-12-15,403.55,User_2398,Bangalore,Gold,Restaurant_213,Indian,3.7,12,2023,Friday,Mid Spend,6,Loyal User
2855,1872,465,2023-02-08,597.31,User_1872,Chennai,Regular,Restaurant_465,Italian,4.9,2,2023,Wednesday,High Spend,1,New User
2856,180,120,2023-12-14,661.59,User_180,Pune,Gold,Restaurant_120,Italian,3.2,12,2023,Thursday,High Spend,3,Returning User
2857,1443,481,2023-04-21,455.68,User_1443,Bangalore,Regular,Restaurant_481,Indian,4.2,4,2023,Friday,Mid Spend,3,Returning User
2858,2830,318,2023-07-30,202.75,User_2830,Pune,Gold,Restaurant_318,Indian,3.7,7,2023,Sunday,Mid Spend,2,New User
2859,2512,73,2023-11-18,225.27,User_2512,Bangalore,Regular,Restaurant_73,Mexican,3.1,11,2023,Saturday,Mid Spend,3,Returning User
2860,650,323,2023-06-23,1194.38,User_650,Chennai,Gold,Restaurant_323,Mexican,4.6,6,2023,Friday,Premium Spend,10,Loyal User
2861,1774,206,2023-09-17,1376.41,User_1774,Bangalore,Regular,Restaurant_206,Mexican,3.2,9,2023,Sunday,Premium Spend,7,Loyal User
2862,537,159,2023-05-14,1338.59,User_537,Bangalore,Regular,Restaurant_159,Mexican,4.9,5,2023,Sunday,Premium Spend,3,Returning User
2863,1347,6,2023-05-30,984.01,User_1347,Chennai,Gold,Restaurant_6,Chinese,4.8,5,2023,Tuesday,High Spend,7,Loyal User
2864,63,408,2023-06-08,301.78,User_63,Pune,Regular,Restaurant_408,Mexican,3.0,6,2023,Thursday,Mid Spend,5,Returning User
2865,210,12,2023-03-07,402.63,User_210,Chennai,Regular,Restaurant_12,Mexican,3.4,3,2023,Tuesday,Mid Spend,3,Returning User
2866,1850,359,2023-03-28,891.25,User_1850,Chennai,Gold,Restaurant_359,Mexican,4.8,3,2023,Tuesday,High Spend,3,Returning User
2867,2207,314,2023-09-15,1194.26,User_2207,Chennai,Gold,Restaurant_314,Indian,4.1,9,2023,Friday,Premium Spend,4,Returning User
2868,368,75,2023-04-15,426.81,User_368,Pune,Regular,Restaurant_75,Chinese,4.2,4,2023,Saturday,Mid Spend,3,Returning User
2869,520,476,2023-01-12,759.41,User_520,Chennai,Regular,Restaurant_476,Mexican,3.4,1,2023,Thursday,High Spend,4,Returning User
2870,2894,46,2023-05-08,1279.16,User_2894,Pune,Gold,Restaurant_46,Chinese,3.6,5,2023,Monday,Premium Spend,2,New User
2871,1594,334,2023-10-29,543.29,User_1594,Bangalore,Regular,Restaurant_334,Indian,4.0,10,2023,Sunday,High Spend,6,Loyal User
2872,2873,150,2023-03-04,428.44,User_2873,Pune,Gold,Restaurant_150,Indian,4.2,3,2023,Saturday,Mid Spend,6,Loyal User
2873,511,376,2023-10-11,1312.52,User_511,Chennai,Regular,Restaurant_376,Indian,3.4,10,2023,Wednesday,Premium Spend,2,New User
2874,2582,259,2023-05-13,1115.2,User_2582,Hyderabad,Gold,Restaurant_259,Mexican,3.7,5,2023,Saturday,Premium Spend,4,Returning User
2875,1531,229,2023-05-22,594.49,User_1531,Bangalore,Gold,Restaurant_229,Italian,3.8,5,2023,Monday,High Spend,10,Loyal User
2876,2895,162,2023-11-19,376.09,User_2895,Chennai,Gold,Restaurant_162,Italian,3.3,11,2023,Sunday,Mid Spend,5,Returning User
2877,2141,358,2023-03-25,116.9,User_2141,Bangalore,Gold,Restaurant_358,Indian,5.0,3,2023,Saturday,Low Spend,5,Returning User
2878,2142,290,2023-11-23,1472.08,User_2142,Chennai,Gold,Restaurant_290,Chinese,4.9,11,2023,Thursday,Premium Spend,6,Loyal User
2879,1016,464,2023-10-31,1492.11,User_1016,Hyderabad,Gold,Restaurant_464,Italian,3.3,10,2023,Tuesday,Premium Spend,5,Returning User
2880,1573,321,2023-12-19,1470.38,User_1573,Chennai,Gold,Restaurant_321,Chinese,4.7,12,2023,Tuesday,Premium Spend,7,Loyal User
2881,2029,282,2023-06-17,488.33,User_2029,Pune,Gold,Restaurant_282,Indian,4.4,6,2023,Saturday,Mid Spend,3,Returning User
2882,2365,279,2023-12-13,1244.26,User_2365,Hyderabad,Regular,Restaurant_279,Italian,4.9,12,2023,Wednesday,Premium Spend,2,New User
2883,1875,103,2023-10-03,543.32,User_1875,Chennai,Gold,Restaurant_103,Mexican,4.9,10,2023,Tuesday,High Spend,4,Returning User
2884,1566,254,2023-09-05,1256.37,User_1566,Pune,Regular,Restaurant_254,Indian,4.7,9,2023,Tuesday,Premium Spend,5,Returning User
2885,2973,139,2023-12-09,651.91,User_2973,Hyderabad,Gold,Restaurant_139,Mexican,4.8,12,2023,Saturday,High Spend,13,Loyal User
2886,1759,319,2023-11-01,178.83,User_1759,Chennai,Regular,Restaurant_319,Indian,3.1,11,2023,Wednesday,Low Spend,6,Loyal User
2887,1541,113,2023-06-09,531.97,User_1541,Chennai,Regular,Restaurant_113,Chinese,5.0,6,2023,Friday,High Spend,5,Returning User
2888,2787,212,2023-10-16,1055.25,User_2787,Pune,Regular,Restaurant_212,Indian,3.2,10,2023,Monday,Premium Spend,4,Returning User
2889,2998,92,2023-03-13,186.4,User_2998,Bangalore,Regular,Restaurant_92,Mexican,4.9,3,2023,Monday,Low Spend,6,Loyal User
2890,1783,64,2023-07-30,1049.6,User_1783,Hyderabad,Regular,Restaurant_64,Chinese,4.5,7,2023,Sunday,Premium Spend,7,Loyal User
2891,1627,19,2023-07-04,1473.11,User_1627,Pune,Regular,Restaurant_19,Indian,3.6,7,2023,Tuesday,Premium Spend,7,Loyal User
2892,1240,214,2023-01-21,281.23,User_1240,Pune,Gold,Restaurant_214,Chinese,3.4,1,2023,Saturday,Mid Spend,1,New User
2893,907,419,2023-01-09,838.33,User_907,Bangalore,Regular,Restaurant_419,Chinese,3.6,1,2023,Monday,High Spend,3,Returning User
2894,1582,265,2023-09-09,157.1,User_1582,Hyderabad,Regular,Restaurant_265,Chinese,4.2,9,2023,Saturday,Low Spend,6,Loyal User
2895,2156,395,2023-03-13,252.89,User_2156,Bangalore,Gold,Restaurant_395,Mexican,4.0,3,2023,Monday,Mid Spend,2,New User
2896,1284,440,2023-07-04,892.11,User_1284,Chennai,Regular,Restaurant_440,Mexican,3.8,7,2023,Tuesday,High Spend,4,Returning User
2897,1757,239,2023-10-11,212.07,User_1757,Chennai,Gold,Restaurant_239,Indian,4.9,10,2023,Wednesday,Mid Spend,3,Returning User
2898,130,115,2023-07-24,1426.51,User_130,Hyderabad,Gold,Restaurant_115,Chinese,3.3,7,2023,Monday,Premium Spend,2,New User
2899,496,19,2023-04-03,1346.23,User_496,Chennai,Regular,Restaurant_19,Indian,3.6,4,2023,Monday,Premium Spend,11,Loyal User
2900,2729,3,2023-08-09,1302.69,User_2729,Hyderabad,Gold,Restaurant_3,Mexican,4.3,8,2023,Wednesday,Premium Spend,6,Loyal User
2901,399,236,2023-12-12,322.35,User_399,Bangalore,Regular,Restaurant_236,Italian,4.2,12,2023,Tuesday,Mid Spend,6,Loyal User
2902,2289,261,2023-05-10,1205.45,User_2289,Pune,Gold,Restaurant_261,Italian,3.5,5,2023,Wednesday,Premium Spend,3,Returning User
2903,669,385,2023-07-19,1237.71,User_669,Chennai,Gold,Restaurant_385,Chinese,4.4,7,2023,Wednesday,Premium Spend,8,Loyal User
2904,2925,27,2023-01-14,1079.21,User_2925,Bangalore,Regular,Restaurant_27,Italian,4.4,1,2023,Saturday,Premium Spend,3,Returning User
2905,627,6,2023-12-07,1327.79,User_627,Pune,Regular,Restaurant_6,Chinese,4.8,12,2023,Thursday,Premium Spend,8,Loyal User
2906,2139,407,2023-04-12,447.72,User_2139,Bangalore,Gold,Restaurant_407,Mexican,4.6,4,2023,Wednesday,Mid Spend,5,Returning User
2907,2170,296,2023-11-10,555.81,User_2170,Bangalore,Regular,Restaurant_296,Italian,3.8,11,2023,Friday,High Spend,8,Loyal User
2908,2798,331,2023-01-17,937.24,User_2798,Pune,Regular,Restaurant_331,Mexican,3.4,1,2023,Tuesday,High Spend,2,New User
2909,1394,466,2023-02-11,419.1,User_1394,Bangalore,Gold,Restaurant_466,Italian,4.9,2,2023,Saturday,Mid Spend,4,Returning User
2910,1825,270,2023-05-04,133.99,User_1825,Hyderabad,Regular,Restaurant_270,Mexican,3.8,5,2023,Thursday,Low Spend,3,Returning User
2911,2770,111,2023-06-15,1126.21,User_2770,Hyderabad,Regular,Restaurant_111,Mexican,4.2,6,2023,Thursday,Premium Spend,3,Returning User
2912,357,223,2023-11-16,253.91,User_357,Hyderabad,Gold,Restaurant_223,Italian,3.4,11,2023,Thursday,Mid Spend,5,Returning User
2913,175,356,2023-03-19,404.83,User_175,Hyderabad,Gold,Restaurant_356,Indian,4.2,3,2023,Sunday,Mid Spend,5,Returning User
2914,1676,4,2023-01-02,852.33,User_1676,Bangalore,Gold,Restaurant_4,Chinese,4.1,1,2023,Monday,High Spend,4,Returning User
2915,2816,98,2023-05-03,1177.09,User_2816,Chennai,Regular,Restaurant_98,Indian,4.0,5,2023,Wednesday,Premium Spend,2,New User
2916,2015,396,2023-06-19,890.6,User_2015,Chennai,Gold,Restaurant_396,Mexican,4.8,6,2023,Monday,High Spend,4,Returning User
2917,2636,214,2023-07-18,415.66,User_2636,Hyderabad,Regular,Restaurant_214,Chinese,3.4,7,2023,Tuesday,Mid Spend,3,Returning User
2918,550,338,2023-07-15,165.99,User_550,Chennai,Gold,Restaurant_338,Mexican,4.5,7,2023,Saturday,Low Spend,3,Returning User
2919,1275,496,2023-04-30,380.37,User_1275,Chennai,Gold,Restaurant_496,Indian,3.1,4,2023,Sunday,Mid Spend,5,Returning User
2920,436,43,2023-11-09,642.22,User_436,Bangalore,Gold,Restaurant_43,Chinese,4.9,11,2023,Thursday,High Spend,5,Returning User
2921,2301,280,2023-11-01,859.94,User_2301,Bangalore,Gold,Restaurant_280,Chinese,3.7,11,2023,Wednesday,High Spend,1,New User
2922,2296,176,2023-02-01,290.6,User_2296,Hyderabad,Gold,Restaurant_176,Italian,4.0,2,2023,Wednesday,Mid Spend,3,Returning User
2923,2605,147,2023-01-27,117.16,User_2605,Hyderabad,Gold,Restaurant_147,Italian,3.2,1,2023,Friday,Low Spend,5,Returning User
2924,1828,177,2023-05-02,828.65,User_1828,Chennai,Regular,Restaurant_177,Indian,3.9,5,2023,Tuesday,High Spend,6,Loyal User
2925,534,480,2023-03-04,1199.79,User_534,Bangalore,Gold,Restaurant_480,Chinese,4.0,3,2023,Saturday,Premium Spend,5,Returning User
2926,2197,239,2023-09-06,636.54,User_2197,Bangalore,Regular,Restaurant_239,Indian,4.9,9,2023,Wednesday,High Spend,4,Returning User
2927,145,211,2023-06-17,709.96,User_145,Hyderabad,Regular,Restaurant_211,Chinese,3.1,6,2023,Saturday,High Spend,3,Returning User
2928,415,89,2023-01-19,271.39,User_415,Pune,Gold,Restaurant_89,Indian,4.3,1,2023,Thursday,Mid Spend,5,Returning User
2929,1990,458,2023-08-27,1413.89,User_1990,Chennai,Regular,Restaurant_458,Italian,4.8,8,2023,Sunday,Premium Spend,5,Returning User
2930,2407,129,2023-02-15,988.15,User_2407,Chennai,Regular,Restaurant_129,Indian,4.1,2,2023,Wednesday,High Spend,2,New User
2931,2988,278,2023-04-24,171.33,User_2988,Pune,Gold,Restaurant_278,Indian,3.5,4,2023,Monday,Low Spend,4,Returning User
2932,2922,215,2023-12-06,342.33,User_2922,Chennai,Gold,Restaurant_215,Mexican,4.4,12,2023,Wednesday,Mid Spend,9,Loyal User
2933,1072,465,2023-05-01,513.29,User_1072,Bangalore,Regular,Restaurant_465,Italian,4.9,5,2023,Monday,High Spend,4,Returning User
2934,1823,26,2023-06-16,416.1,User_1823,Hyderabad,Regular,Restaurant_26,Chinese,4.6,6,2023,Friday,Mid Spend,3,Returning User
2935,955,471,2023-02-21,1082.83,User_955,Pune,Regular,Restaurant_471,Indian,3.0,2,2023,Tuesday,Premium Spend,2,New User
2936,1817,245,2023-06-23,919.46,User_1817,Bangalore,Gold,Restaurant_245,Mexican,3.5,6,2023,Friday,High Spend,3,Returning User
2937,2683,454,2023-06-12,1458.26,User_2683,Pune,Gold,Restaurant_454,Italian,4.5,6,2023,Monday,Premium Spend,4,Returning User
2938,646,346,2023-06-02,816.17,User_646,Pune,Gold,Restaurant_346,Indian,4.5,6,2023,Friday,High Spend,3,Returning User
2939,1977,398,2023-02-26,1094.79,User_1977,Pune,Gold,Restaurant_398,Indian,3.0,2,2023,Sunday,Premium Spend,3,Returning User
2940,2402,193,2023-09-27,460.1,User_2402,Bangalore,Gold,Restaurant_193,Chinese,3.8,9,2023,Wednesday,Mid Spend,2,New User
2941,2557,210,2023-07-16,871.05,User_2557,Chennai,Gold,Restaurant_210,Indian,4.7,7,2023,Sunday,High Spend,6,Loyal User
2942,827,270,2023-08-25,761.45,User_827,Chennai,Gold,Restaurant_270,Mexican,3.8,8,2023,Friday,High Spend,4,Returning User
2943,228,383,2023-06-21,1231.05,User_228,Pune,Regular,Restaurant_383,Indian,3.1,6,2023,Wednesday,Premium Spend,3,Returning User
2944,1764,258,2023-05-13,893.0,User_1764,Pune,Gold,Restaurant_258,Indian,3.0,5,2023,Saturday,High Spend,3,Returning User
2945,293,328,2023-04-22,687.98,User_293,Bangalore,Gold,Restaurant_328,Mexican,4.6,4,2023,Saturday,High Spend,4,Returning User
2946,2139,243,2023-12-07,922.77,User_2139,Bangalore,Gold,Restaurant_243,Chinese,4.8,12,2023,Thursday,High Spend,5,Returning User
2947,137,269,2023-09-11,989.65,User_137,Hyderabad,Gold,Restaurant_269,Indian,3.5,9,2023,Monday,High Spend,3,Returning User
2948,1488,289,2023-03-06,395.17,User_1488,Hyderabad,Gold,Restaurant_289,Italian,4.8,3,2023,Monday,Mid Spend,5,Returning User
2949,1828,394,2023-02-04,653.92,User_1828,Chennai,Regular,Restaurant_394,Mexican,3.5,2,2023,Saturday,High Spend,6,Loyal User
2950,2123,258,2023-11-11,1248.55,User_2123,Bangalore,Regular,Restaurant_258,Indian,3.0,11,2023,Saturday,Premium Spend,8,Loyal User
2951,787,282,2023-04-26,207.0,User_787,Pune,Gold,Restaurant_282,Indian,4.4,4,2023,Wednesday,Mid Spend,2,New User
2952,226,472,2023-03-06,313.55,User_226,Chennai,Regular,Restaurant_472,Chinese,4.3,3,2023,Monday,Mid Spend,2,New User
2953,2455,255,2023-08-19,131.15,User_2455,Hyderabad,Gold,Restaurant_255,Mexican,3.1,8,2023,Saturday,Low Spend,3,Returning User
2954,2029,489,2023-12-05,1293.59,User_2029,Pune,Gold,Restaurant_489,Italian,3.0,12,2023,Tuesday,Premium Spend,3,Returning User
2955,2554,483,2023-12-22,519.34,User_2554,Hyderabad,Gold,Restaurant_483,Chinese,4.5,12,2023,Friday,High Spend,7,Loyal User
2956,2557,287,2023-08-29,1172.81,User_2557,Chennai,Gold,Restaurant_287,Chinese,4.7,8,2023,Tuesday,Premium Spend,6,Loyal User
2957,2281,311,2023-05-29,111.8,User_2281,Bangalore,Gold,Restaurant_311,Italian,4.7,5,2023,Monday,Low Spend,2,New User
2958,2138,402,2023-05-20,1176.3,User_2138,Chennai,Regular,Restaurant_402,Mexican,3.3,5,2023,Saturday,Premium Spend,3,Returning User
2959,2987,348,2023-06-28,419.79,User_2987,Pune,Gold,Restaurant_348,Italian,3.0,6,2023,Wednesday,Mid Spend,2,New User
2960,2448,382,2023-03-21,761.28,User_2448,Hyderabad,Regular,Restaurant_382,Mexican,4.8,3,2023,Tuesday,High Spend,2,New User
2961,80,287,2023-12-22,571.87,User_80,Chennai,Gold,Restaurant_287,Chinese,4.7,12,2023,Friday,High Spend,2,New User
2962,2024,489,2023-11-22,913.82,User_2024,Chennai,Regular,Restaurant_489,Italian,3.0,11,2023,Wednesday,High Spend,6,Loyal User
2963,2858,256,2023-04-10,939.05,User_2858,Hyderabad,Regular,Restaurant_256,Italian,3.1,4,2023,Monday,High Spend,5,Returning User
2964,884,296,2023-04-07,570.4,User_884,Pune,Gold,Restaurant_296,Italian,3.8,4,2023,Friday,High Spend,4,Returning User
2965,2926,114,2023-11-26,1190.41,User_2926,Hyderabad,Regular,Restaurant_114,Indian,3.9,11,2023,Sunday,Premium Spend,2,New User
2966,730,422,2023-02-14,622.78,User_730,Bangalore,Regular,Restaurant_422,Mexican,3.0,2,2023,Tuesday,High Spend,4,Returning User
2967,1500,69,2023-05-13,407.29,User_1500,Hyderabad,Regular,Restaurant_69,Chinese,4.9,5,2023,Saturday,Mid Spend,6,Loyal User
2968,2470,67,2023-02-28,1367.11,User_2470,Hyderabad,Regular,Restaurant_67,Mexican,4.1,2,2023,Tuesday,Premium Spend,5,Returning User
2969,577,181,2023-09-08,1139.62,User_577,Chennai,Gold,Restaurant_181,Indian,4.0,9,2023,Friday,Premium Spend,5,Returning User
2970,1824,118,2023-05-17,1203.75,User_1824,Bangalore,Regular,Restaurant_118,Mexican,3.8,5,2023,Wednesday,Premium Spend,6,Loyal User
2971,335,149,2023-08-09,148.62,User_335,Chennai,Gold,Restaurant_149,Mexican,3.6,8,2023,Wednesday,Low Spend,3,Returning User
2972,484,353,2023-04-04,517.98,User_484,Hyderabad,Regular,Restaurant_353,Indian,4.8,4,2023,Tuesday,High Spend,2,New User
2973,1156,101,2023-05-05,175.42,User_1156,Pune,Gold,Restaurant_101,Mexican,3.9,5,2023,Friday,Low Spend,3,Returning User
2974,2110,95,2023-12-03,174.84,User_2110,Chennai,Regular,Restaurant_95,Indian,3.7,12,2023,Sunday,Low Spend,5,Returning User
2975,2534,131,2023-09-16,1345.92,User_2534,Bangalore,Regular,Restaurant_131,Italian,3.4,9,2023,Saturday,Premium Spend,4,Returning User
2976,1673,364,2023-11-08,786.53,User_1673,Chennai,Regular,Restaurant_364,Mexican,3.4,11,2023,Wednesday,High Spend,7,Loyal User
2977,2233,75,2023-10-05,548.98,User_2233,Hyderabad,Regular,Restaurant_75,Chinese,4.2,10,2023,Thursday,High Spend,6,Loyal User
2978,2477,201,2023-02-08,523.39,User_2477,Bangalore,Gold,Restaurant_201,Mexican,3.4,2,2023,Wednesday,High Spend,3,Returning User
2979,482,231,2023-03-08,388.75,User_482,Hyderabad,Regular,Restaurant_231,Indian,4.1,3,2023,Wednesday,Mid Spend,5,Returning User
2980,2169,152,2023-10-27,795.74,User_2169,Bangalore,Regular,Restaurant_152,Indian,4.8,10,2023,Friday,High Spend,3,Returning User
2981,2485,242,2023-01-30,1134.32,User_2485,Chennai,Gold,Restaurant_242,Mexican,4.0,1,2023,Monday,Premium Spend,2,New User
2982,1429,493,2023-01-23,1188.86,User_1429,Chennai,Gold,Restaurant_493,Mexican,4.2,1,2023,Monday,Premium Spend,4,Returning User
2983,1223,108,2023-09-02,958.82,User_1223,Chennai,Regular,Restaurant_108,Chinese,4.0,9,2023,Saturday,High Spend,4,Returning User
2984,2412,320,2023-10-16,902.55,User_2412,Chennai,Gold,Restaurant_320,Italian,4.1,10,2023,Monday,High Spend,6,Loyal User
2985,457,125,2023-04-30,838.81,User_457,Chennai,Regular,Restaurant_125,Chinese,4.3,4,2023,Sunday,High Spend,5,Returning User
2986,1598,215,2023-12-06,1206.63,User_1598,Bangalore,Gold,Restaurant_215,Mexican,4.4,12,2023,Wednesday,Premium Spend,8,Loyal User
2987,2797,61,2023-03-30,531.04,User_2797,Hyderabad,Gold,Restaurant_61,Italian,4.4,3,2023,Thursday,High Spend,7,Loyal User
2988,15,397,2023-05-18,334.27,User_15,Bangalore,Regular,Restaurant_397,Indian,4.8,5,2023,Thursday,Mid Spend,6,Loyal User
2989,1585,352,2023-04-09,915.07,User_1585,Bangalore,Regular,Restaurant_352,Italian,4.7,4,2023,Sunday,High Spend,3,Returning User
2990,1539,258,2023-10-05,859.11,User_1539,Hyderabad,Regular,Restaurant_258,Indian,3.0,10,2023,Thursday,High Spend,5,Returning User
2991,315,436,2023-05-05,1024.72,User_315,Chennai,Gold,Restaurant_436,Mexican,4.6,5,2023,Friday,Premium Spend,7,Loyal User
2992,813,317,2023-08-11,686.91,User_813,Bangalore,Gold,Restaurant_317,Mexican,3.5,8,2023,Friday,High Spend,4,Returning User
